Id%Version%Family%Infra family%Hybrid genus%Genus%Infra genus%Hybrid%Species%Infra species%Rank%Authors%Basionym author%Publishing author%Full name without family and authors%Publication%Collation%Publication year full%Name status%Remarks%Basionym%Replaced synonym%Nomenclatural synonym%Distribution%Citation type
115891-3%1.1%Myoporaceae%%N%Andreusia%%N%%%gen.%Vent.%%Vent.%Andreusia%Jardin de la Malmaison%%1804 (Sep. 1804)%%%%%%%unknown
27184-1%1.1.1.4%Myoporaceae%%N%Andreusia%%N%%%gen.%Vent.%%Vent.%Andreusia%Jard. Malmaison%108. t. 108 (1807)%%%%%%%%unknown
27185-1%1.1.2.1.1.3%Myoporaceae%%N%Batindum%%N%%%gen.%Raf.%%Raf.%Batindum%Sylva Tellur.%81%1838%%%%%%%unknown
27186-1%1.1.2.1%Myoporaceae%%N%Bertolonia%%N%%%gen.%Spinola%%Spinola%Bertolonia%Cat. Jard. St. Sebast.%(1809) 24%%%%%%%%unknown
164403-3%1.1%Myoporaceae%%N%Bertolonia%%N%%%gen.%Spin%%Spin%Bertolonia%Le Jardin de St. Sebastien%%1812 (Jan.-Apr. 1812)%% Publication seen at FI. Nom. rej. vs BERTOLONIA Raddi (1820) (ref. I.C.B.N. (1983) No. 5708). Index Kewensis, H.K.Airy Shaw, Fl. Pl. & Ferns ed. 8, (1973) 135 and N.T.Burbidge, Dict. Austral. Pl. Gen. (1963) 36 all give the author wrongly as Spinola. This edition was published in 1812, not 1809 as given in Index Nominum Genericorum 1 (1979) 197, - see Spin, op. cit. ed. 2. Base name for BONTIA b. BERTOLINIA (Spin) Kuntze.%%%%%unknown
27187-1%1.1.2.1.1.5%Myoporaceae%%N%Bondtia%%N%%%gen.%Kuntze%%Kuntze%Bondtia%Revis. Gen. Pl.%2: 500%1891 [5 Nov 1891]%%%%%%%unknown
56855-3%1.1%Myoporaceae%%N%Bondtia%%N%%%gen.%Kuntze%%Kuntze%Bondtia%Revisio Generum Plantarum%%1891 (5 Nov. 1891)%% Orthographic variant - see BONTIA L.%%%%%unknown
56995-3%1.1%Myoporaceae%%N%Bontia%%N%%%gen.%L.%%L.%Bontia%Species Plantarum%%1753 (1 May 1753)%% Orthographic variants include BONDTIA O.Kuntze, Revis. Gen. Pl. 2 (5 Nov. 1891) 500.%%%%%unknown
27188-1%1.6%Myoporaceae%%N%Bontia%%N%%%gen.%L.%%L.%Bontia%Sp. Pl.%2: 638 ["938"]%1753 [1 May 1753]%%%%%%%tax. nov.
56996-3%1.1%Myoporaceae%%N%Bontia%%N%%%gen.%L.%%L.%Bontia%Genera Plantarum ed. 5%%1754%% Orthographic variants include BONDTIA O.Kuntze, Revis. Gen. Pl. 2 (5 Nov. 1891) 500.%%%%%unknown
77081311-1%1.1%Myoporaceae%%N%Calamphoreus%%N%%%gen.%Chinnock%%Chinnock%Calamphoreus%Eremophila%169%2007 [24 Apr 2007]%%%%%%%tax. nov.
77081313-1%1.2%Myoporaceae%%N%Diocirea%%N%%%gen.%Chinnock%%Chinnock%Diocirea%Eremophila%171%2007 [24 Apr 2007]%%%%%%%tax. nov.
27189-1%1.6%Myoporaceae%%N%Disoon%%N%%%gen.%A.DC.%%A.DC.%Disoon%Prodr. [A. P. de Candolle]%11: 703%1847 [25 Nov 1847]%%%%%%%unknown
88844-3%1.1%Myoporaceae%%N%Disoon%%N%%%gen.%A.DC.%%A.DC.%Disoon%Prodromus%%1847 (25 Nov. 1847)%% Base name for BONTIA c. DISOON (A.DC.) Kuntze; BONTIA sect. DISOON (A.DC.) Benth.%%%%%unknown
27190-1%1.3%Myoporaceae%%N%Duttonia%%N%%%gen.%F.Muell.%%F.Muell.%Duttonia%Hooker's J. Bot. Kew Gard. Misc.%8: 74, t. 1%1856%%%%%%%unknown
118432-3%1.1%Myoporaceae%%N%Eremodendron%%N%%%gen.%Meisn.%%Meisn.%Eremodendron%Plantarum Vascularium Genera 1%%1837 (26 Mar.-1 Apr. 1837)%% Base name for EREMOPHILA sect. EREMODENDRON (Meissner) F.Muell.%%%%%unknown
27191-1%1.1.2.2.1.3%Myoporaceae%%N%Eremodendron%%N%%%gen.%DC. ex Meisn.%%DC. ex Meisn.%Eremodendron%Pl. Vasc. Gen. [Meisner]%292 (1840)%%%%%%%%unknown
27192-1%1.1.2.1.1.5%Myoporaceae%%N%Eremophila%%N%%%gen.%R.Br.%%R.Br.%Eremophila%Prodr. Fl. Nov. Holland.%518%1810 [27 Mar 1810]%%%%%%%unknown
121467-3%1.1%Myoporaceae%%N%Eremophila%%N%%%gen.%R.Br.%%R.Br.%Eremophila%Prodromus Florae Novae Hollandiae%%1810 (27 Mar. 1810)%% Base name for BONTIA sect. EREMOPHILA (R.Br.) Kuntze.%%%%%unknown
77081309-1%1.1%Myoporaceae%%N%Glycocystis%%N%%%gen.%Chinnock%%Chinnock%Glycocystis%Eremophila%159%2007 [24 Apr 2007]%%%%%%%tax. nov.
111374-3%1.1.2.1%Myoporaceae%%N%Myoporum%%N%%%gen.%Banks & Sol. ex G.Forst.%%Banks & Sol. ex G.Forst.%Myoporum%Florae Insularum Australium Prodromus%%1786 (Oct. - Nov. 1786)%% Base name for BONTIA sect. MYOPORUM (G.Forster) Kuntze.%%%%%unknown
27193-1%1.1.2.2.1.4%Myoporaceae%%N%Myoporum%%N%%%gen.%Banks & Sol. ex G.Forst.%%Banks & Sol. ex G.Forst.%Myoporum%Fl. Ins. Austr.%44%1786 [Oct-Nov 1786]%%%%%%%unknown
27195-1%1.2.1.2%Myoporaceae%%N%Pentacaelium%%N%%%gen.%Franch. & Sav.%%Franch. & Sav.%Pentacaelium%Enum. Pl. Jap.%i. 368 (1875)%%%%%%%%unknown
27196-1%1.1.2.1.1.4%Myoporaceae%%N%Pentacoelium%%N%%%gen.%Siebold & Zucc.%%Siebold & Zucc.%Pentacoelium%Abh. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss.%4(3): 151%1846%%%%%%%unknown
27197-1%1.1.2.1.1.5%Myoporaceae%%N%Pholidia%%N%%%gen.%R.Br.%%R.Br.%Pholidia%Prodr. Fl. Nov. Holland.%517%1810 [27 Mar 1810]%%%%%%%unknown
102583-3%1.1%Myoporaceae%%N%Pholidia%%N%%%gen.%R.Br.%%R.Br.%Pholidia%Prodromus Florae Novae Hollandiae%%1810 (27 Mar. 1810)%% Base name for BONTIA sect. PHOLIDIA (R.Br.) Kuntze; EREMOPHILA sect. PHOLIDIA (R.Br.) F.Muell.%%%%%unknown
106745-3%1.2%Myoporaceae%%N%Pholidiopsis%%N%%%gen.%F.Muell.%%F.Muell.%Pholidiopsis%Linnaea%%1853 (Apr. 1852)%%%%%%%unknown
27198-1%1.6%Myoporaceae%%N%Pholidiopsis%%N%%%gen.%F.Muell.%%F.Muell.%Pholidiopsis%Linnaea%25: 429%1853%%%%%%%unknown
27199-1%1.1.2.1.1.3%Myoporaceae%%N%Pogonia%%N%%%gen.%Andrews%%Andrews%Pogonia%Bot. Repos.%t. 212 (1801)%%%%%%%%unknown
76195-3%1.1%Myoporaceae%%N%Pogonia%%N%%%gen.%Andrews%%Andrews%Pogonia%The Botanists Repository%%1802 (Jan.-Mar. 1802)%% nom. illeg. non Juss. (1789). Stafleu & Cowan, Tax. Lit. ed. 2, 1 (1976) 51 give the author as "probably ... John Kennedy", but as there is no such indication in the work itself, Andrews has been accepted here as the author. Base name for BONTIA subsect. POGONIA Kuntze.%%%%%unknown
27200-1%1.5%Myoporaceae%%N%Polycoelium%%N%%%gen.%A.DC.%%A.DC.%Polycoelium%Prodr. [A. P. de Candolle]%11: 705%1847 [25 Nov 1847]%%%%%%%unknown
113278-3%1.1%Myoporaceae%%N%Pseudopholidia%%N%%%gen.%A.DC.%%A.DC.%Pseudopholidia%Prodromus%%1847 (25 Nov. 1847)%%%%%%%unknown
27201-1%1.6%Myoporaceae%%N%Pseudopholidia%%N%%%gen.%A.DC.%%A.DC.%Pseudopholidia%Prodr. [A. P. de Candolle]%11: 704%1847 [25 Nov 1847]%%%%%%%unknown
143567-3%1.1%Myoporaceae%%N%Sentis%%N%%%gen.%F.Muell.%%F.Muell.%Sentis%Fragmenta Phytographiae Australiae%%1864 (May 1864)%% Sentis commersonii mentioned in a note is not listed in Index Kewensis. Base name for EREMOPHILA sect. SENTIS (F.Muell.) F.Muell. See also PHOLIDIA sect. SENTIS F.Muell.%%%%%unknown
27203-1%1.5%Myoporaceae%%N%Sentis%%N%%%gen.%F.Muell.%%F.Muell.%Sentis%Fragm. (Mueller)%4(25): 47%1863 [Oct 1863]%%%%%%%unknown
72793-3%1.1%Myoporaceae%%N%Stenochilus%%N%%%gen.%R.Br.%%R.Br.%Stenochilus%Prodromus Florae Novae Hollandiae%%1810 (27 Mar. 1810)%% Base name for BONTIA sect. STENOCHILUS (R.Br.) Kuntze; PHOLIDIA sect. STENOCHILUS (R.Br.) Wettst.; EREMOPHILA sect. STENOCHILUS (R.Br.) F.Muell.%%%%%unknown
27205-1%1.1.2.1.1.5%Myoporaceae%%N%Stenochilus%%N%%%gen.%R.Br.%%R.Br.%Stenochilus%Prodr. Fl. Nov. Holland.%517%1810 [27 Mar 1810]%%%%%%%unknown
27206-1%1.1.2.1.1.1%Myoporaceae%%N%Zombiana%%N%%%gen.%Baill.%%Baill.%Zombiana%Hist. Pl. (Baillon)%9: 420%1888 [Feb-Mar 1888]%%%%%%%unknown
