Id%Version%Family%Infra family%Hybrid genus%Genus%Infra genus%Hybrid%Species%Infra species%Rank%Authors%Basionym author%Publishing author%Full name without family and authors%Publication%Collation%Publication year full%Name status%Remarks%Basionym%Replaced synonym%Nomenclatural synonym%Distribution%Citation type
17546040-1%1.6%Selaginellaceae%%N%Bryodesma%%N%%%gen.%Soják%%Soják%Bryodesma%Preslia%64(2): 154%1993 [1992 publ. 1993]%%%%%%%tax. nov.
17441160-1%1.3%Selaginellaceae%%N%Hypopterygiopsis%%N%%%gen.%Sakurai%%Sakurai%Hypopterygiopsis%Bot. Mag. (Tokyo)%57: 255. 1943.%1943%%%%%%%unknown
98504-3%1.1%Selaginellaceae%%N%Lycopodioides%%N%%%gen.%Boehm.%%Boehm.%Lycopodioides%Definitiones Generum Plantarum ed. 3%%1760%% Publication seen at K. Nom. rej. vs. SELAGINELLA P.Beauv. (1805) nom. cons. (ref. I.C.B.N. (1988) 158).%%%%%unknown
30006271-2%1.1.2.1.1.1%Selaginellaceae%%N%Lycopodioides%%N%%%gen.%Boehm.%%Boehm.%Lycopodioides%Def. Gen. Pl., ed. 3.%485%1760%nom. rej.    vs. Selaginella P. Beauvois 1805 (nom. cons.).%%%%%%tax. nov.
296283-2%1.2.2.1.1.1%Selaginellaceae%%N%Lycopodioides%%N%%%gen.%Kuntze%%Kuntze%Lycopodioides%Revis. Gen. Pl.%2: 824%1891 [5 Nov 1891]%%isonym of Lycopodioides Boehm. (1760). Both Boehm. and Kuntze used Lycopodioides Dill. 1741 (pre-Linnean).%%%%%tax. nov.
17522180-1%1.4%Selaginellaceae%%N%Selaginella%%N%%%gen.%P.Beauv.%%P.Beauv.%Selaginella%Mag. Encyclop. (Paris)%9(5): 478 (1804).%1804%%%%%%%tax. nov.
331116-2%1.2.2.1.1.1%Selaginellaceae%%N%Selaginella%%N%%%gen.%P.Beauv.%%P.Beauv.%Selaginella%Prodr. Aethéogam.%101%1805 [10 Jan 1805]%%%%%%%tax. nov.
20002325-1%1.2%Selaginellaceae%%N%Selaginella%%N%%%gen.%P.Beauv.%%P.Beauv.%Selaginella%%%%%%%%%%tax. nov.
30003748-2%1.1.2.1.1.2%Selaginellaceae%%N%Selaginella%%N%%%gen.%P.Beauv.%%P.Beauv.%Selaginella%Mag. Encycl.%9(5): 478%1804%nom. cons.%%%%%%tax. nov.
63705-3%1.1%Selaginellaceae%%N%Selaginella%%N%%%gen.%P.Beauv.%%P.Beauv.%Selaginella%Prodrome des cinqui?rre et sixi?me familles de l'Aeth?ogamie. Les Mousses. Les Lycopodes.%%1805%% nom. cons. (ref. I.C.B.N. (1988) 158). Publication seen at K (Cat. no. 241).%%%%%unknown
77048329-1%1.2%Selaginellaceae%%N%Stachygynandrum%%N%%%gen.%P.Beauv. ex Mirb.%%P.Beauv. ex Mirb.%Stachygynandrum%Hist. Nat. Vég. [Lam. & Mirbel]%3: 477%1802%%%%%%%tax. nov.
