∆Ï˙ó,’◊∏˜,∞Áº≈,…◊ıé,ìË◊°≥˛,ìË◊° Òl,ìË◊°”¿∑Ω,∆´ÜUó¯1,∆´ÜUó¯2,íkÖR…◊,õgÖR…◊,íkÖR≥˛,õgÖR≥˛,¡Ô“∑,≥˛“∑,íkõg—◊ºä,¸Ník≥˛,¸Ník Òl,¸Nõg≥˛,¸Nõg Òl,∞Á∆¸›xïä◊æ≤ÒìË◊°≥˛,∞Á∆¸›xïä◊æ≤ÒìË◊° Òl,∞Á∆¸›xïä◊æ≤ÒìË◊°”¿∑Ω,∞Á∆¸›xïä◊æ≤Ò¡Ô“∑
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:12,3467.6,1,1040280,1,0,3399,3467.2,3467.6,1,9,0.111111111111111,0,1,1,1040280,0,0,1026,1067131920,648,0.881920627143557
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:13,3467.2,1,1040160,1,0,3399,3467,3467.6,10,9,1.11111111111111,0,2,0,0,1,1040160,1027,1068172080,649,0.882926829268293
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:14,3467,1,1040100,0,0,3399,3467,3467.6,9,10,0.9,0,2,0,0,1,1040100,1028,1069212180,649,0.883009708737864
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:15,3467,1,1040100,0,0,3399,3467,3467.6,8,10,0.8,0,2,0,0,1,1040100,1029,1070252280,649,0.882608695652174
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:15,3467,2,2080200,2,0,3399,3467.2,3467.4,1,3,0.333333333333333,0,2,0,0,2,2080200,1031,1072332480,651,0.881813796430294
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:16,3467,1,1040100,1,0,3399,3467,3467.4,9,3,3,0,2,0,0,1,1040100,1032,1073372580,652,0.884874759152216
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:16,3467.4,2,2080440,0,0,3399,3467.2,3467.4,1,1,1,0,1,2,2080440,0,0,1034,1075453020,652,0.884930187770823
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:17,3468.2,48,49936380,40,0,3399,3468.2,3468.6,3,39,0.0769230769230769,0,1,48,49936380,0,0,1082,1125389400,692,0.870037807183365
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:17,3467,15,15602880,13,0,3399,3466.2,3467,2,5,0.4,0,2,0,0,15,15602880,1097,1140992280,705,0.868929750117869
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:18,3467,1,1040100,1,0,3399,3466.2,3467,2,4,0.5,0,1,1,1040100,0,0,1098,1142032380,706,0.868235294117647
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:18,3467,0,0,0,0,3399,3466.4,3467,3,4,0.75,0,0,0,0,0,0,1098,1142032380,706,0.86801315171442
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:19,3467.8,10,10401240,0,0,3399,3468,3468.6,1,39,0.0256410256410256,0,1,10,10401240,0,0,1108,1152433620,706,0.852859778597786
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:19,3467.8,1,1040340,0,0,3399,3466.4,3468.6,3,39,0.0769230769230769,0,2,0,0,1,1040340,1109,1153473960,706,0.839148164929769
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:20,3467.8,0,0,0,0,3399,3466.2,3468.6,3,39,0.0769230769230769,0,0,0,0,0,0,1109,1153473960,706,0.825912733748887
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:20,3467.8,0,0,0,0,3399,3466.2,3468.4,3,2,1.5,0,0,0,0,0,0,1109,1153473960,706,0.826512455516014
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:21,3465,21,21832980,14,0,3399,3465,3466.2,2,1,2,0,2,0,0,21,21832980,1130,1175306940,720,0.827034237438862
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:21,3466.2,1,1039860,1,0,3399,3465,3467.6,2,1,2,0,1,1,1039860,0,0,1131,1176346800,721,0.827555555555556
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:22,3467.6,5,5200920,2,0,3399,3467.6,3468,2,1,2,0,1,5,5200920,0,0,1136,1181547720,723,0.828076410484229
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:22,3467.6,0,0,0,0,3399,3467.6,3468,2,2,1,0,0,0,0,0,0,1136,1181547720,723,0.828229027962716
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:23,3467.6,2,2080560,1,0,3399,3465,3467.6,2,1,2,0,2,0,0,2,2080560,1138,1183628280,724,0.828748890860692
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:23,3467.6,1,1040280,1,0,3399,3465,3467.6,2,5,0.4,0,1,1,1040280,0,0,1139,1184668560,725,0.82779991146525
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:24,3467.6,0,0,0,0,3399,3466,3467.6,5,5,1,0,0,0,0,0,0,1139,1184668560,725,0.828180212014134
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:24,3467.6,0,0,0,0,3399,3466,3467.6,5,7,0.714285714285714,0,0,0,0,0,0,1139,1184668560,725,0.827829150154117
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:25,3467.6,0,0,0,0,3399,3465,3466,2,2,1,0,0,0,0,0,0,1139,1184668560,725,0.827980642322921
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:27,3467.4,1,1040220,1,0,3399,3465,3466,3,1,3,0,1,1,1040220,0,0,1140,1185708780,726,0.828935795954266
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:28,3465,2,2079720,2,0,3399,3465,3467.4,2,2,1,0,2,0,0,2,2079720,1142,1187788500,728,0.82908611599297
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:29,3465,0,0,0,0,3399,3465,3467.4,4,2,2,0,0,0,0,0,0,1142,1187788500,728,0.830114135206321
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:29,3465,0,0,0,0,3399,3465.2,3466,2,2,1,0,0,0,0,0,0,1142,1187788500,728,0.830263157894737
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:30,3465,0,0,0,0,3399,3465.2,3466,3,6,0.5,0,0,0,0,0,0,1142,1187788500,728,0.829396325459318
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:31,3465.2,1,1039560,0,0,3399,3465.2,3466,2,6,0.333333333333333,0,2,0,0,1,1039560,1143,1188828060,728,0.828097731239092
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:31,3465.2,2,2079120,-1,0,3399,3465,3466,4,6,0.666666666666667,0,2,0,0,2,2079120,1145,1190907180,727,0.827676240208877
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:32,3465.2,0,0,0,0,3399,3465,3465.2,4,1,4,0,0,0,0,0,0,1145,1190907180,727,0.829056111352762
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:32,3465.2,1,1039560,1,0,3399,3465,3465.2,4,1,4,0,1,1,1039560,0,0,1146,1191946740,728,0.830434782608696
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:33,3465.2,0,0,0,0,3399,3465,3465.2,4,4,1,0,0,0,0,0,0,1146,1191946740,728,0.830729166666667
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:33,3465,6,6237060,2,0,3399,3462,3465.2,3,3,1,0,2,0,0,6,6237060,1152,1198183800,730,0.830949284785436
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:34,3465.2,1,1039560,0,0,3399,3462,3465.2,3,2,1.5,0,1,1,1039560,0,0,1153,1199223360,730,0.83152880034647
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:34,3462,4,4155300,0,0,3399,3461.2,3462,1,1,1,0,2,0,0,4,4155300,1157,1203378660,730,0.831601731601732
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:35,3462,1,1038600,0,0,3399,3461.2,3462,1,1,1,0,1,1,1038600,0,0,1158,1204417260,730,0.831674599740372
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:35,3461.2,3,3115320,-1,0,3399,3460,3460.6,9,1,9,0,2,0,0,3,3115320,1161,1207532580,729,0.835207612456747
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:36,3461.8,4,4153620,-1,0,3399,3460,3465,9,7,1.28571428571429,0,1,4,4153620,0,0,1165,1211686200,728,0.836567485985338
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:36,3461.8,0,0,0,0,3399,3460,3464.8,9,3,3,0,0,0,0,0,0,1165,1211686200,728,0.839362618432386
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:37,3460,9,9342000,7,0,3399,3458.8,3460,1,2,0.5,0,2,0,0,9,9342000,1174,1221028200,735,0.839070567986231
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:37,3460,1,1038000,1,0,3399,3458.8,3460,1,2,0.5,0,1,1,1038000,0,0,1175,1222066200,736,0.83877901977644
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:38,3460,0,0,0,0,3399,3458.8,3460,1,5,0.2,0,0,0,0,0,0,1175,1222066200,736,0.837408837408837
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:38,3458.8,1,1037640,-1,0,3399,3458,3460,8,6,1.33333333333333,0,2,0,0,1,1037640,1176,1223103840,735,0.838682071031237
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:39,3458.8,1,1037640,-1,0,3399,3458,3458.8,8,1,8,0,1,1,1037640,0,0,1177,1224141480,734,0.841745081266039
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:39,3458,1,1037400,1,0,3399,3458,3458.8,7,1,7,0,2,0,0,1,1037400,1178,1225178880,735,0.844377939290295
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:40,3458,2,2074800,1,0,3399,3458,3458.8,5,1,5,0,2,0,0,2,2074800,1180,1227253680,736,0.846153846153846
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:41,3458,2,2074800,2,0,3399,3458,3458.8,3,2,1.5,0,2,0,0,2,2074800,1182,1229328480,738,0.846712211784799
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:41,3458,2,2074800,2,0,3399,3458,3458.8,1,2,0.5,0,2,0,0,2,2074800,1184,1231403280,740,0.84641638225256
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:42,3458.8,3,3111600,1,0,3399,3455.2,3458.8,1,3,0.333333333333333,0,1,3,3111600,0,0,1187,1234514880,741,0.845760545377077
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:42,3458.8,0,0,0,0,3399,3455.2,3458,1,1,1,0,0,0,0,0,0,1187,1234514880,741,0.845826235093697
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:43,3455.2,1,1036560,1,0,3399,3455,3458,1,1,1,0,2,0,0,1,1036560,1188,1235551440,742,0.845891868880375
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:43,3457,1,1037100,0,0,3399,3455,3457,1,1,1,0,1,1,1037100,0,0,1189,1236588540,742,0.845957446808511
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:44,3457,1,1037100,1,0,3399,3455,3457.8,1,3,0.333333333333333,0,1,1,1037100,0,0,1190,1237625640,743,0.845303867403315
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:45,3455,1,1036500,1,0,3399,3452.2,3457.8,1,3,0.333333333333333,0,2,0,0,1,1036500,1191,1238662140,744,0.8446519524618
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:45,3450.2,3,3106320,2,0,3399,3450,3455,7,1,7,0,2,0,0,3,3106320,1194,1241768460,746,0.847263470513364
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:46,3450,1,1035000,0,0,3399,3450,3452.2,6,1,6,0,2,0,0,1,1035000,1195,1242803460,746,0.849448685326548
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:46,3455,7,7249320,6,0,3399,3455,3457.6,2,2,1,0,1,7,7249320,0,0,1202,1250052780,752,0.849576271186441
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:47,3455,1,1036500,1,0,3399,3455.4,3457.6,1,3,0.333333333333333,0,2,0,0,1,1036500,1203,1251089280,753,0.848920863309353
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:47,3455.4,1,1036620,0,0,3399,3455,3455.4,2,1,2,0,2,0,0,1,1036620,1204,1252125900,753,0.849407783417936
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:48,3455.4,1,1036620,1,0,3399,3455,3455.4,2,2,1,0,1,1,1036620,0,0,1205,1253162520,754,0.849535080304311
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:48,3455,1,1036500,0,0,3399,3455,3455.2,1,3,0.333333333333333,0,2,0,0,1,1036500,1206,1254199020,754,0.848881384550443
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:49,3454.2,6,6213780,3,0,3399,3450.2,3455,1,2,0.5,0,2,0,0,6,6213780,1212,1260412800,757,0.848587094053142
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:49,3454.2,0,0,0,0,3399,3450.2,3455,1,5,0.2,0,0,0,0,0,0,1212,1260412800,757,0.847222222222222
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:50,3450,13,13458060,3,0,3399,3447,3455,4,3,1.33333333333333,0,2,0,0,13,13458060,1225,1273870860,760,0.847835224884405
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:50,3450,1,1035000,0,0,3399,3447,3455,4,3,1.33333333333333,0,1,1,1035000,0,0,1226,1274905860,760,0.848446683459278
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:51,3450,0,0,0,0,3399,3451.2,3454.8,3,5,0.6,0,0,0,0,0,0,1226,1274905860,760,0.847926267281106
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:51,3450,1,1035000,1,0,3399,3452,3454.8,1,5,0.2,0,2,0,0,1,1035000,1227,1275940860,761,0.846571906354515
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:52,3450,0,0,0,0,3399,3452,3454,1,3,0.333333333333333,0,0,0,0,0,0,1227,1275940860,761,0.845929018789144
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:52,3452,1,1035600,0,0,3399,3451.2,3454,2,5,0.4,0,2,0,0,1,1035600,1228,1276976460,761,0.845
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:53,3451.2,1,1035360,1,0,3399,3451.2,3452,1,1,1,0,2,0,0,1,1035360,1229,1278011820,762,0.845064556434819
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:53,3451.2,3,3106320,2,0,3399,3451,3451.2,5,1,5,0,2,0,0,3,3106320,1232,1281118140,764,0.846794338051624
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:54,3451,2,2070600,2,0,3399,3451,3451.2,3,1,3,0,2,0,0,2,2070600,1234,1283188740,766,0.84769038701623
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:54,3451,1,1035300,1,0,3399,3451,3451.2,2,1,2,0,2,0,0,1,1035300,1235,1284224040,767,0.848169717138103
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:55,3451,3,3105960,2,0,3399,3450.2,3452,1,2,0.5,0,2,0,0,3,3105960,1238,1287330000,769,0.84788029925187
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:55,3451,0,0,0,0,3399,3450.2,3451,1,1,1,0,0,0,0,0,0,1238,1287330000,769,0.847943498130453
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:56,3451,3,3105660,1,0,3399,3450,3450.8,2,3,0.666666666666667,0,1,3,3105660,0,0,1241,1290435660,770,0.847717842323651
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:56,3450.2,3,3105660,2,0,3399,3450,3450.2,2,4,0.5,0,1,3,3105660,0,0,1244,1293541320,772,0.847141673570837
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:57,3450,3,3105000,-1,0,3399,3449.8,3450,3,16,0.1875,0,2,0,0,3,3105000,1247,1296646320,771,0.842798353909465
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:57,3449.8,5,5174820,-3,0,3399,3448,3450,27,16,1.6875,0,2,0,0,5,5174820,1252,1301821140,768,0.848323793949305
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:58,3448,2,2068800,0,0,3399,3448,3450,25,16,1.5625,0,2,0,0,2,2068800,1254,1303889940,768,0.852965069049553
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:58,3450,18,18629400,-1,0,3399,3448,3450,24,4,6,0,1,18,18629400,0,0,1272,1322519340,767,0.861313868613139
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:59,3448,2,2068800,-1,0,3399,3448,3450,22,4,5.5,0,2,0,0,2,2068800,1274,1324588140,766,0.868825910931174
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:18:59,3448,2,2068800,-2,0,3399,3448.2,3449,2,4,0.5,0,2,0,0,2,2068800,1276,1326656940,764,0.868229587712207
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:00,3448,1,1034400,0,0,3399,3448.2,3449,1,4,0.25,0,2,0,0,1,1034400,1277,1327691340,764,0.867231638418079
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:00,3448,3,3103560,-1,0,3399,3448,3448.2,19,1,19,0,2,0,0,3,3103560,1280,1330794900,763,0.874546187979024
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:01,3448,3,3103260,-1,0,3399,3448,3449,17,3,5.66666666666667,0,2,0,0,3,3103260,1283,1333898160,762,0.880338436744561
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:01,3449,3,3104100,0,0,3399,3448.2,3449.8,4,3,1.33333333333333,0,1,3,3104100,0,0,1286,1337002260,762,0.880885311871227
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:02,3449.8,3,3104820,2,0,3399,3448.8,3449,2,3,0.666666666666667,0,1,3,3104820,0,0,1289,1340107080,764,0.880627009646302
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:02,3448.2,7,7242060,4,0,3399,3448,3450,18,7,2.57142857142857,0,2,0,0,7,7242060,1296,1347349140,768,0.885370741482966
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:03,3450,7,7245000,0,0,3399,3450,3450.2,1,5,0.2,0,1,7,7245000,0,0,1303,1354594140,768,0.884
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:03,3450.2,4,4140180,3,0,3399,3450,3450.2,2,3,0.666666666666667,0,1,4,4140180,0,0,1307,1358734320,771,0.883739512584898
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:04,3450,5,5175240,1,0,3399,3450,3451,1,5,0.2,0,2,0,0,5,5175240,1312,1363909560,772,0.88237639553429
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:05,3451,3,3105600,1,0,3399,3450,3450.2,2,1,2,0,1,3,3105600,0,0,1315,1367015160,773,0.882821841371064
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:05,3451,1,1035300,0,0,3399,3450.2,3451,1,3,0.333333333333333,0,1,1,1035300,0,0,1316,1368050460,773,0.882165605095541
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:06,3451,0,0,0,0,3399,3450.2,3451,10,3,3.33333333333333,0,0,0,0,0,0,1316,1368050460,773,0.885089463220676
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:06,3451,1,1035300,0,0,3399,3450.4,3451,6,2,3,0,1,1,1035300,0,0,1317,1369085760,773,0.886769964243147
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:07,3451,2,2070600,0,0,3399,3450.4,3452,6,2,3,0,1,2,2070600,0,0,1319,1371156360,773,0.88844779674474
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:07,3451,0,0,0,0,3399,3451,3452,7,2,3.5,0,0,0,0,0,0,1319,1371156360,773,0.89051963506545
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:08,3452,2,2070900,0,0,3399,3451,3452,6,1,6,0,1,2,2070900,0,0,1321,1373227260,773,0.892545598731166
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:08,3452.2,2,2071260,0,0,3399,3452,3454.8,1,1,1,0,1,2,2071260,0,0,1323,1375298520,773,0.892588188664289
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:09,3451.4,2,2071020,0,0,3399,3451,3454.8,6,1,6,0,2,0,0,2,2071020,1325,1377369540,773,0.894611727416799
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:09,3451,2,2070600,0,0,3399,3451,3454.6,5,3,1.66666666666667,0,2,0,0,2,2070600,1327,1379440140,773,0.895528294420261
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:10,3451,3,3108060,-2,0,3399,3451,3454.6,4,2,2,0,2,0,0,3,3108060,1330,1382548200,771,0.89640173981811
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:10,3451.8,1,1035540,0,0,3399,3451,3451.8,4,2,2,0,1,1,1035540,0,0,1331,1383583740,771,0.897273804820229
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:11,3455,7,7252980,-3,0,3399,3451,3455,5,3,1.66666666666667,0,1,7,7252980,0,0,1338,1390836720,768,0.898184688239937
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:11,3455,1,1036500,-1,0,3399,3451.4,3455,1,2,0.5,0,1,1,1036500,0,0,1339,1391873220,767,0.897870662460568
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:12,3455,0,0,0,0,3399,3451.8,3454.6,1,1,1,0,0,0,0,0,0,1339,1391873220,767,0.897910918407568
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:12,3455,0,0,0,0,3399,3452,3454.6,3,1,3,0,0,0,0,0,0,1339,1391873220,767,0.898739164696612
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:13,3451.8,4,4142340,2,0,3399,3451.4,3454.6,1,1,1,0,2,0,0,4,4142340,1343,1396015560,769,0.898779046868846
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:13,3454.6,1,1036380,0,0,3399,3453,3453.6,1,2,0.5,0,1,1,1036380,0,0,1344,1397051940,769,0.898465171192444
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:14,3453.6,2,2072160,-1,0,3399,3453,3454.4,2,3,0.666666666666667,0,1,2,2072160,0,0,1346,1399124100,768,0.898191823899371
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:15,3456.6,11,11402340,-2,0,3399,3454.6,3457,2,1,2,0,1,11,11402340,0,0,1357,1410526440,766,0.898624754420432
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:16,3454.6,1,1036380,1,0,3399,3454.6,3457,1,1,1,0,2,0,0,1,1036380,1358,1411562820,767,0.898664571877455
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:16,3454.6,0,0,0,0,3399,3454.6,3457,2,1,2,0,0,0,0,0,0,1358,1411562820,767,0.899096976835493
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:17,3454.6,1,1036380,0,0,3399,3454.6,3454.8,1,1,1,0,2,0,0,1,1036380,1359,1412599200,767,0.899136577708006
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:17,3454.8,1,1036440,0,0,3399,3454.8,3456.6,2,1,2,0,1,1,1036440,0,0,1360,1413635640,767,0.899568458218909
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:18,3454.8,0,0,0,0,3399,3454.8,3455.8,2,1,2,0,0,0,0,0,0,1360,1413635640,767,0.9
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:18,3455.8,1,1036740,0,0,3399,3455,3456.6,1,1,1,0,1,1,1036740,0,0,1361,1414672380,767,0.900039200313603
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:19,3455.8,0,0,0,0,3399,3455.8,3456.6,3,1,3,0,0,0,0,0,0,1361,1414672380,767,0.900862068965517
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:19,3456.6,2,2073720,0,0,3399,3455.8,3457,2,6,0.333333333333333,0,1,2,2073720,0,0,1363,1416746100,767,0.899530883502737
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:20,3456.6,0,0,0,0,3399,3455.8,3456.4,2,1,2,0,0,0,0,0,0,1363,1416746100,767,0.899960922235248
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:20,3456.6,1,1036980,1,0,3399,3455.8,3457,2,6,0.333333333333333,0,1,1,1036980,0,0,1364,1417783080,768,0.898635477582846
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:21,3456.6,0,0,0,0,3399,3456.4,3456.8,1,1,1,0,0,0,0,0,0,1364,1417783080,768,0.898674980514419
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:19:21,3456.8,6,6220560,1,0,3399,3455,3457,1,6,0.166666666666667,0,1,6,6220560,0,0,1370,1424003640,769,0.89696734059098
