∆Ï˙ó,’◊∏˜,∞Áº≈,…◊ıé,ìË◊°≥˛,ìË◊° Òl,ìË◊°”¿∑Ω,∆´ÜUó¯1,∆´ÜUó¯2,íkÖR…◊,õgÖR…◊,íkÖR≥˛,õgÖR≥˛,¡Ô“∑,≥˛“∑,íkõg—◊ºä,¸Ník≥˛,¸Ník Òl,¸Nõg≥˛,¸Nõg Òl,∞Á∆¸›xïä◊æ≤ÒìË◊°≥˛,∞Á∆¸›xïä◊æ≤ÒìË◊° Òl,∞Á∆¸›xïä◊æ≤ÒìË◊°”¿∑Ω,∞Á∆¸›xïä◊æ≤Ò¡Ô“∑
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:12,3466,2,2079600,2,0,3399,3466.2,3468,1,18,0.0555555555555556,0,2,0,0,2,2079600,262,271412340,249,1.28491620111732
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:12,3468,1,1040400,1,0,3399,3466.2,3468,1,17,0.0588235294117647,0,1,1,1040400,0,0,263,272452740,250,1.17857142857143
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:13,3468,2,2080260,2,0,3399,3466,3468,16,16,1,0,1,2,2080260,0,0,265,274533000,252,1.16509433962264
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:13,3468,5,5201400,5,0,3399,3466,3468,15,13,1.15384615384615,0,1,5,5201400,0,0,270,279734400,257,1.16444444444444
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:14,3468,5,5202000,5,0,3399,3466,3468,15,8,1.875,0,1,5,5202000,0,0,275,284936400,262,1.18884120171674
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:14,3468,2,2080800,2,0,3399,3466.2,3467.6,1,1,1,0,1,2,2080800,0,0,277,287017200,264,1.18803418803419
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:15,3468,7,7281960,6,0,3399,3466,3468,15,2,7.5,0,1,7,7281960,0,0,284,294299160,270,1.24152542372881
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:15,3467.6,3,3120480,2,0,3399,3466,3467.6,14,2,7,0,1,3,3120480,0,0,287,297419640,272,1.28991596638655
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:16,3466,3,3119880,3,0,3399,3466,3467,13,1,13,0,2,0,0,3,3119880,290,300539520,275,1.33891213389121
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:16,3467,1,1040100,0,0,3399,3466,3467.6,13,1,13,0,1,1,1040100,0,0,291,301579620,275,1.3875
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:17,3467,0,0,0,0,3399,3466,3467,13,1,13,0,0,0,0,0,0,291,301579620,275,1.4356846473029
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:17,3466,1,1039800,1,0,3399,3466,3467,13,1,13,0,2,0,0,1,1039800,292,302619420,276,1.48347107438017
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:18,3467,3,3120300,2,0,3399,3467,3467.6,2,1,2,0,1,3,3120300,0,0,295,305739720,278,1.48559670781893
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:19,3468,2,2080680,1,0,3399,3468,3470,1,1,1,0,1,2,2080680,0,0,297,307820400,279,1.48360655737705
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:19,3468,1,1040400,0,0,3399,3467,3470,5,1,5,0,2,0,0,1,1040400,298,308860800,279,1.49795918367347
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:20,3467,3,3120300,3,0,3399,3467,3470,2,1,2,0,2,0,0,3,3120300,301,311981100,282,1.5
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:20,3470,2,2081400,2,0,3399,3470,3474,2,1,2,0,1,2,2081400,0,0,303,314062500,284,1.50202429149798
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:21,3470,1,1041000,1,0,3399,3470,3474,6,1,6,0,2,0,0,1,1041000,304,315103500,285,1.52016129032258
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:21,3474,3,3124200,3,0,3399,3470.2,3477.8,1,1,1,0,1,3,3124200,0,0,307,318227700,288,1.51807228915663
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:22,3474,0,0,0,0,3399,3474,3477.8,1,1,1,0,0,0,0,0,0,307,318227700,288,1.516
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:22,3474,0,0,0,0,3399,3475,3477.8,2,1,2,0,0,0,0,0,0,307,318227700,288,1.51792828685259
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:23,3474,0,0,0,0,3399,3475.4,3477.8,3,1,3,0,0,0,0,0,0,307,318227700,288,1.52380952380952
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:24,3477.8,1,1043340,1,0,3399,3476,3478,1,9,0.111111111111111,0,1,1,1043340,0,0,308,319271040,289,1.47509578544061
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:24,3478,2,2086740,0,0,3399,3476.4,3478,3,8,0.375,0,1,2,2086740,0,0,310,321357780,289,1.44237918215613
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:25,3478,1,1043400,1,0,3399,3477.8,3478,3,7,0.428571428571429,0,1,1,1043400,0,0,311,322401180,290,1.41666666666667
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:25,3478,6,6260220,3,0,3399,3477.8,3478,1,4,0.25,0,1,6,6260220,0,0,317,328661400,293,1.4
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:26,3478,3,3130200,3,0,3399,3477.8,3478,2,1,2,0,1,3,3130200,0,0,320,331791600,296,1.40213523131673
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:26,3478,1,1043400,1,0,3399,3478.2,3479,3,1,3,0,1,1,1043400,0,0,321,332835000,297,1.40780141843972
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:27,3478,1,1043400,-1,0,3399,3478.2,3479,2,1,2,0,2,0,0,1,1043400,322,333878400,296,1.40989399293286
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:27,3478,1,1043400,-1,0,3399,3478.4,3479,3,1,3,0,2,0,0,1,1043400,323,334921800,295,1.41549295774648
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:28,3478.4,3,3130620,2,0,3399,3479.6,3480,1,5,0.2,0,2,0,0,3,3130620,326,338052420,297,1.39446366782007
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:29,3478.4,1,1043520,0,0,3399,3479,3480,3,5,0.6,0,2,0,0,1,1043520,327,339095940,297,1.38095238095238
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:29,3480,2,2088000,2,0,3399,3479.8,3480,1,3,0.333333333333333,0,1,2,2088000,0,0,329,341183940,299,1.37037037037037
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:30,3480,4,4176000,4,0,3399,3479.8,3484,1,2,0.5,0,1,4,4176000,0,0,333,345359940,303,1.36454849498328
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:30,3484,12,12528540,11,0,3399,3479,3484,2,1,2,0,1,12,12528540,0,0,345,357888480,314,1.36666666666667
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:31,3480,1,1044000,1,0,3399,3480,3484,2,1,2,0,1,1,1044000,0,0,346,358932480,315,1.3687707641196
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:31,3484,3,3134340,1,0,3399,3480,3486,2,1,2,0,1,3,3134340,0,0,349,362066820,316,1.37086092715232
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:32,3484,1,1045200,1,0,3399,3480,3485,4,2,2,0,1,1,1045200,0,0,350,363112020,317,1.375
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:32,3480,4,4176000,1,0,3399,3480.2,3485,1,2,0.5,0,2,0,0,4,4176000,354,367288020,318,1.36928104575163
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:33,3480,2,2088000,0,0,3399,3484,3485,4,2,2,0,2,0,0,2,2088000,356,369376020,318,1.37337662337662
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:33,3485,2,2091000,0,0,3399,3484,3484.8,4,1,4,0,1,2,2091000,0,0,358,371467020,318,1.38187702265372
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:34,3485,1,1045500,0,0,3399,3484,3484.4,4,3,1.33333333333333,0,1,1,1045500,0,0,359,372512520,318,1.38141025641026
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:35,3484.4,3,3136020,3,0,3399,3484,3484.4,4,2,2,0,1,3,3136020,0,0,362,375648540,321,1.38535031847134
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:35,3485,3,3136140,1,0,3399,3485,3486,1,1,1,0,1,3,3136140,0,0,365,378784680,322,1.38412698412698
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:36,3486,3,3136800,2,0,3399,3486.6,3488,1,5,0.2,0,1,3,3136800,0,0,368,381921480,324,1.365625
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:37,3486,1,1045800,1,0,3399,3486.8,3488,6,5,1.2,0,2,0,0,1,1045800,369,382967280,325,1.36307692307692
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:37,3486,0,0,0,0,3399,3487,3488,3,5,0.6,0,0,0,0,0,0,369,382967280,325,1.35151515151515
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:38,3488,1,1046400,1,0,3399,3487.4,3488,3,4,0.75,0,1,1,1046400,0,0,370,384013680,326,1.34431137724551
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:38,3488,3,3139080,3,0,3399,3487.6,3488,5,2,2.5,0,1,3,3139080,0,0,373,387152760,329,1.35119047619048
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:39,3488,2,2092800,-1,0,3399,3488,3488.8,1,3,0.333333333333333,0,1,2,2092800,0,0,375,389245560,328,1.34218289085546
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:39,3488,4,4185600,3,0,3399,3487.6,3488,5,27,0.185185185185185,0,2,0,0,4,4185600,379,393431160,331,1.2568306010929
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:40,3487.6,5,5231760,4,0,3399,3487.6,3488,3,24,0.125,0,2,0,0,5,5231760,384,398662920,335,1.18717948717949
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:40,3488,2,2092800,2,0,3399,3487.6,3488,3,23,0.130434782608696,0,1,2,2092800,0,0,386,400755720,337,1.12832929782082
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:41,3486.8,3,3138120,0,0,3399,3486,3488,1,23,0.0434782608695652,0,2,0,0,3,3138120,389,403893840,337,1.07110091743119
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:41,3488,3,3139200,3,0,3399,3486,3487.2,2,1,2,0,1,3,3139200,0,0,392,407033040,340,1.07322654462243
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:42,3486,2,2091600,2,0,3399,3485,3486.8,1,4,0.25,0,2,0,0,2,2091600,394,409124640,342,1.06575963718821
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:43,3485,2,2091540,-1,0,3399,3484.8,3486.6,3,6,0.5,0,2,0,0,2,2091540,396,411216180,341,1.05816554809843
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:43,3484,6,6271920,1,0,3399,3484,3484.6,1,1,1,0,2,0,0,6,6271920,402,417488100,342,1.05803571428571
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:44,3484.6,2,2090580,0,0,3399,3480,3483.8,7,6,1.16666666666667,0,1,2,2090580,0,0,404,419578680,342,1.05947136563877
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:44,3484.6,2,2090760,0,0,3399,3480,3483.8,7,4,1.75,0,1,2,2090760,0,0,406,421669440,342,1.06550218340611
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:45,3477.8,33,34437300,0,0,3399,3475,3477.8,2,9,0.222222222222222,0,2,0,0,33,34437300,439,456106740,342,1.04925053533191
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:45,3479.8,3,3131220,0,0,3399,3475,3479.8,2,4,0.5,0,1,3,3131220,0,0,442,459237960,342,1.04458598726115
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:46,3479.8,0,0,0,0,3399,3477.8,3478.4,1,1,1,0,0,0,0,0,0,442,459237960,342,1.04449152542373
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:46,3475,4,4170840,2,0,3399,3474,3474.8,1,4,0.25,0,2,0,0,4,4170840,446,463408800,344,1.03781512605042
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:47,3475,0,0,0,0,3399,3474,3474.8,1,5,0.2,0,0,0,0,0,0,446,463408800,344,1.02910602910603
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:48,3474,3,3126900,2,0,3399,3472.2,3474,5,31,0.161290322580645,0,2,0,0,3,3126900,449,466535700,346,0.9765625
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:48,3474,1,1042200,0,0,3399,3472.2,3474,5,30,0.166666666666667,0,1,1,1042200,0,0,450,467577900,346,0.931734317343174
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:49,3472.2,5,5208300,2,0,3399,3470,3471.6,2,2,1,0,2,0,0,5,5208300,455,472786200,348,0.931985294117647
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:49,3470,3,3123660,2,0,3399,3468.4,3471.6,1,1,1,0,2,0,0,3,3123660,458,475909860,350,0.932110091743119
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:50,3468.4,3,3123660,0,0,3399,3467.6,3468.2,1,1,1,0,2,0,0,3,3123660,461,479033520,350,0.932234432234432
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:50,3471.4,4,4164780,0,0,3399,3467.6,3468,1,2,0.5,0,1,4,4164780,0,0,465,483198300,350,0.930656934306569
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:51,3471.4,3,3124260,1,0,3399,3468,3470,1,3,0.333333333333333,0,1,3,3124260,0,0,468,486322560,351,0.927404718693285
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:51,3468,1,1040400,1,0,3399,3467.6,3470,1,3,0.333333333333333,0,2,0,0,1,1040400,469,487362960,352,0.924187725631769
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:52,3468,0,0,0,0,3399,3467.6,3469.8,1,3,0.333333333333333,0,0,0,0,0,0,469,487362960,352,0.921005385996409
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:52,3467.6,1,1040280,1,0,3399,3467,3469.8,2,3,0.666666666666667,0,2,0,0,1,1040280,470,488403240,353,0.919642857142857
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:53,3469.8,1,1040940,1,0,3399,3467,3469.8,2,2,1,0,1,1,1040940,0,0,471,489444180,354,0.919928825622776
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:53,3469.8,0,0,0,0,3399,3467,3467.6,2,1,2,0,0,0,0,0,0,471,489444180,354,0.921847246891652
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:54,3469.8,0,0,0,0,3399,3467,3467.6,3,2,1.5,0,0,0,0,0,0,471,489444180,354,0.923893805309735
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:54,3467.2,3,3120540,3,0,3399,3467,3467.6,2,1,2,0,1,3,3120540,0,0,474,492564720,357,0.925795053003534
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:55,3467.6,1,1040280,-1,0,3399,3467.6,3469.8,10,2,5,0,1,1,1040280,0,0,475,493605000,356,0.940140845070423
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:55,3467.6,3,3120840,0,0,3399,3467.6,3469.8,7,2,3.5,0,2,0,0,3,3120840,478,496725840,356,0.949122807017544
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:56,3467.6,1,1040280,-1,0,3399,3467.6,3469.8,6,2,3,0,2,0,0,1,1040280,479,497766120,355,0.956293706293706
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:56,3467.6,1,1040280,-1,0,3399,3467.6,3469.8,7,2,3.5,0,2,0,0,1,1040280,480,498806400,354,0.965156794425087
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:57,3467.6,1,1040280,0,0,3399,3467.6,3469.8,7,2,3.5,0,2,0,0,1,1040280,481,499846680,354,0.973958333333333
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:57,3469.8,5,5203380,2,0,3399,3467.6,3470,5,24,0.208333333333333,0,1,5,5203380,0,0,486,505050060,356,0.943333333333333
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:58,3468,2,2080680,1,0,3399,3467.6,3468,4,1,4,0,1,2,2080680,0,0,488,507130740,357,0.948419301164726
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:58,3468,1,1040400,1,0,3399,3467.6,3470,4,24,0.166666666666667,0,1,1,1040400,0,0,489,508171140,358,0.9184
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:15:59,3470,1,1041000,1,0,3399,3468,3470,2,23,0.0869565217391304,0,1,1,1041000,0,0,490,509212140,359,0.888888888888889
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:16:00,3468,1,1040400,1,0,3399,3468,3469.8,1,2,0.5,0,2,0,0,1,1040400,491,510252540,360,0.887692307692308
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:16:00,3469.8,3,3121620,1,0,3399,3467.6,3469,3,5,0.6,0,1,3,3121620,0,0,494,513374160,361,0.885496183206107
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:16:01,3469.8,0,0,0,0,3399,3467.6,3469,3,7,0.428571428571429,0,0,0,0,0,0,494,513374160,361,0.880664652567976
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:16:02,3469,6,6244200,6,0,3399,3467.6,3469,3,1,3,0,1,6,6244200,0,0,500,519618360,367,0.883861236802413
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:16:03,3469.8,3,3121980,2,0,3399,3467.8,3470,2,23,0.0869565217391304,0,1,3,3121980,0,0,503,522740340,369,0.857142857142857
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:16:03,3470,12,12490680,2,0,3399,3467.6,3470,3,13,0.230769230769231,0,1,12,12490680,0,0,515,535231020,371,0.84549356223176
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:16:04,3470,3,3123000,3,0,3399,3467.6,3470,3,10,0.3,0,1,3,3123000,0,0,518,538354020,374,0.837799717912553
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:16:05,3470,7,7287000,2,0,3399,3467.6,3470,3,3,1,0,1,7,7287000,0,0,525,545641020,376,0.838483146067416
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:16:05,3467.6,1,1040280,1,0,3399,3467.6,3470,2,3,0.666666666666667,0,2,0,0,1,1040280,526,546681300,377,0.837762237762238
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:16:06,3470,1,1041000,0,0,3399,3469.8,3470,1,2,0.5,0,1,1,1041000,0,0,527,547722300,377,0.836820083682008
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:16:06,3469.8,2,2081940,1,0,3399,3469.8,3470,2,1,2,0,2,0,0,2,2081940,529,549804240,378,0.838440111420613
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:16:07,3467.6,6,6245700,3,0,3399,3467.6,3469.8,1,1,1,0,2,0,0,6,6245700,535,556049940,381,0.838664812239221
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:16:07,3467.6,1,1040280,0,0,3399,3468,3469.8,1,1,1,0,2,0,0,1,1040280,536,557090220,381,0.838888888888889
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:16:08,3468,3,3122340,2,0,3399,3470,3473.8,2,3,0.666666666666667,0,2,0,0,3,3122340,539,560212560,383,0.838174273858921
IF00,ºáçyÎ‡ön¸NÀ]‘‘∞£,2010-04-16 09:16:08,3468,0,0,0,0,3399,3470,3473.8,3,3,1,0,0,0,0,0,0,539,560212560,383,0.838842975206612
