Id%Version%Family%Infra family%Hybrid genus%Genus%Infra genus%Hybrid%Species%Infra species%Rank%Authors%Basionym author%Publishing author%Full name without family and authors%Publication%Collation%Publication year full%Name status%Remarks%Basionym%Replaced synonym%Nomenclatural synonym%Distribution%Citation type
32680-1%1.3.2.1.1.1%Hectorellaceae%%N%Hectorella%%N%%%gen.%Hook.f.%%Hook.f.%Hectorella%Handb. N. Zeal. Fl.%27 (1864).%1864 [Sep-Oct 1864]%%%%%%%tax. nov.
6343-1%1.1.2.1.1.2%Hectorellaceae%%N%Lyallia%%N%%%gen.%Hook.f.%%Hook.f.%Lyallia%Bot. Antarct. Voy. I. (Fl. Antarct.).%2: 548, t. 122%1847 [ante 2 Oct 1847]%%%%%%%tax. nov.
6441-1%1.6%Hectorellaceae%%N%Reicheella%%N%%%gen.%Pax%%Pax%Reicheella%Nat. Pflanzenfam. Nachtr. [Engler & Prantl]%II. 21 (1900)%%%%%%%%tax. nov.
295540-2%1.5%Hectorellaceae%%N%Reicheella%%N%%%gen.%Pax%%Pax%Reicheella%Nat. Pflanzenfam. Nachtr. [Engler & Prantl]%2: 21%1900%%%%%%%tax. nov.
