Id%Version%Family%Infra family%Hybrid genus%Genus%Infra genus%Hybrid%Species%Infra species%Rank%Authors%Basionym author%Publishing author%Full name without family and authors%Publication%Collation%Publication year full%Name status%Remarks%Basionym%Replaced synonym%Nomenclatural synonym%Distribution%Citation type
41177-1%1.3.2.1.1.2%Nesogenaceae%%N%Acharitea%%N%%%gen.%Benth.%%Benth.%Acharitea%Gen. Pl. [Bentham & Hooker f.]%2(2): 1142%1876 [May 1876]%%%%%%%tax. nov.
105354-3%1.1%Nesogenaceae%%N%Nesogenes%%N%%%gen.%A.DC.%%A.DC.%Nesogenes%Prodromus%%1847 (25 Nov. 1847)%%%%%%%unknown
41352-1%1.7%Nesogenaceae%%N%Nesogenes%%N%%%gen.%A.DC.%%A.DC.%Nesogenes%Prodr. [A. P. de Candolle]%11: 703%1847 [25 Nov 1847]%%%%%%%tax. nov.
38031-1%1.5%Nesogenaceae%%N%Stemodiopsis%%N%%%gen.%Engl.%%Engl.%Stemodiopsis%Ann. Ist. Bot. Roma%vii. (1897) 25.%%%%%%%%tax. nov.
