Id%Version%Family%Infra family%Hybrid genus%Genus%Infra genus%Hybrid%Species%Infra species%Rank%Authors%Basionym author%Publishing author%Full name without family and authors%Publication%Collation%Publication year full%Name status%Remarks%Basionym%Replaced synonym%Nomenclatural synonym%Distribution%Citation type
3863-1%1.5%Balsaminaceae%%N%Balsamina%%N%%%gen.%Mill.%%Mill.%Balsamina%Gard. Dict. Abr., ed. 4.%(1754); Druce in Rep. Bot. Exch. Cl. Brit. Isles, 3: 429 (1913)%1754%%%%%%%unknown
325984-2%1.4%Balsaminaceae%%N%Balsamina%%N%%%gen.%Mill.%%Mill.%Balsamina%Gard. Dict. Abr., ed. 4.%[unpaged]%1754 [28 Jan 1754]%%nom. syn. of Impatiens Linnaeus (1753)%%%%%tax. nov.
3864-1%1.4%Balsaminaceae%%N%Chrysaea%%N%%%gen.%Nieuwl. & Lunell%%Nieuwl. & Lunell%Chrysaea%Amer. Midl. Naturalist%1916, iv. 473:%%%%%%%%unknown
30276172-2%1.1.2.1%Balsaminaceae%%N%Chrysaea%%N%%%gen.%Nieuwl. & Lunell%%Nieuwl. & Lunell%Chrysaea%Amer. Midl. Naturalist%4(11): 473%1916 [Sep ? 1916]%nom. illeg. nom. superfl.%%%Balsaminaceae Impatiens L.%%%nom. nov.
16823-1%1.1.2.2.1.2.2.1%Balsaminaceae%%N%Hydrocera%%N%%%gen.%Blume%%Blume%Hydrocera%Bijdr. Fl. Ned. Ind.%5: 241%1825 [20 Sep-7 Dec 1825]%nom. inval. nom. nud.    Blume provided a description for the family, published H. angustifolia (nom. nud.), and cited Impatiens angustifolia as a synonym.%%%%%%tax. nov.
60454783-2%1.1%Balsaminaceae%%N%Hydrocera%%N%%%gen.%Blume ex Wight & Arn.%%Blume ex Wight & Arn.%Hydrocera%Prodr. Fl. Ind. Orient.%1: 140%1834 [10 Oct 1834]%nom. cons.%%%%Balsaminaceae Tytonia G.Don%%tax. nov.
16824-1%1.1.2.2.1.2%Balsaminaceae%%N%Hydroceras%%N%%%gen.%Hook.f. & Thomson%%Hook.f. & Thomson%Hydroceras%J. Proc. Linn. Soc., Bot.%4: 156, lapsu%1859 [1860 publ. 1859]%%%%%%%unknown
16827-1%1.1.2.3.1.2.1.1%Balsaminaceae%%N%Impatiens%%N%%%gen.%Riv. ex L.%%Riv. ex L.%Impatiens%Sp. Pl.%2: 937%1753 [1 May 1753]%%%%%%%unknown
82706-3%1.1%Balsaminaceae%%N%Impatiens%%N%%%gen.%L.%%L.%Impatiens%Species Plantarum%%1753 (1 May 1753)%%%%%%%unknown
82707-3%1.1%Balsaminaceae%%N%Impatiens%%N%%%gen.%L.%%L.%Impatiens%Genera Plantarum ed. 5%%1754%%%%%%%unknown
325983-2%1.5%Balsaminaceae%%N%Impatiens%%N%%%gen.%L.%%L.%Impatiens%Sp. Pl.%2: 937%1753 [1 May 1753]%%%%%%%tax. nov.
3865-1%1.4%Balsaminaceae%%N%Impatientella%%N%%%gen.%H.Perrier%%H.Perrier%Impatientella%Bull. Acad. Malgache%1927, n. s. x. 22 (1928).%%%%%%%%unknown
3866-1%1.5%Balsaminaceae%%N%Petalonema%%N%%%gen.%Peter%%Peter%Petalonema%Abh. Konigl. Ges. Wiss. Gottingen, Math.-Phys. Kl.%n. f. xiii. II. 84%1928%%%%%%%unknown
3867-1%1.3%Balsaminaceae%%N%Semeiocardium%%N%%%gen.%Zoll.%%Zoll.%Semeiocardium%Backer in Gard. Bull. Straits Settlem.%9: 71, descr. emend.%1935%%%%%%%unknown
32394-1%1.3%Balsaminaceae%%N%Semeiocardium%%N%%%gen.%Zoll.%%Zoll.%Semeiocardium%in Tijdschr. Nederl. Ind.%xvii. (1858) 245%%%%%%%%tax. nov.
16872-1%1.3%Balsaminaceae%%N%Trimorphopetalum%%N%%%gen.%Baker%%Baker%Trimorphopetalum%J. Linn. Soc., Bot.%22:  454%1887%%%%%%%tax. nov.
16876-1%1.2.2.1.1.1%Balsaminaceae%%N%Tytonia%%N%%%gen.%G.Don%%G.Don%Tytonia%Gen. Hist.%1: 749%1831 [early Aug 1831]%%%%%%%unknown
