Id%Version%Family%Infra family%Hybrid genus%Genus%Infra genus%Hybrid%Species%Infra species%Rank%Authors%Basionym author%Publishing author%Full name without family and authors%Publication%Collation%Publication year full%Name status%Remarks%Basionym%Replaced synonym%Nomenclatural synonym%Distribution%Citation type
162788-3%1.1%Eupomatiaceae%%N%Eupomatia%%N%%%gen.%R.Br.%%R.Br.%Eupomatia%Voyage to Terra Australis 2%%1814 (19 Jul. 1814)%%%%%%%unknown
2025-1%1.1.2.1.1.1%Eupomatiaceae%%N%Eupomatia%%N%%%gen.%R.Br.%%R.Br.%Eupomatia%App. Flind. Voy.%ii. 597. t. 2 (1814).%%%%%%%%tax. nov.
