Id%Version%Family%Infra family%Hybrid genus%Genus%Infra genus%Hybrid%Species%Infra species%Rank%Authors%Basionym author%Publishing author%Full name without family and authors%Publication%Collation%Publication year full%Name status%Remarks%Basionym%Replaced synonym%Nomenclatural synonym%Distribution%Citation type
31899-1%1.5%Agdestidaceae%%N%Agdestis%%N%%%gen.%Moc. & Sessé ex DC.%%Moc. & Sessé ex DC.%Agdestis%Syst. Nat. [Candolle]%1: 543%1817 [1818 publ. 1-15 Nov 1817]%%%%%%%unknown
327319-2%1.9%Agdestidaceae%%N%Agdestis%%N%%%gen.%Moc. & Sessé ex DC.%%Moc. & Sessé ex DC.%Agdestis%Syst. Nat. [Candolle]%1: 511 (543)%1817 (1818; 1-15 Nov 1817)%%%%%%%tax. nov.
