Id%Version%Family%Infra family%Hybrid genus%Genus%Infra genus%Hybrid%Species%Infra species%Rank%Authors%Basionym author%Publishing author%Full name without family and authors%Publication%Collation%Publication year full%Name status%Remarks%Basionym%Replaced synonym%Nomenclatural synonym%Distribution%Citation type
3871-1%1.3%Begoniaceae%%N%Augustia%%N%%%gen.%Klotzsch%%Klotzsch%Augustia%Monatsber. Königl. Preuss. Akad. Wiss. Berlin%(Maerz 1854). 124; et Abh. Akad. Berl. (1854) 80. t. 8.B.%%%%%%%%unknown
3872-1%1.3%Begoniaceae%%N%Barya%%N%%%gen.%Klotzsch%%Klotzsch%Barya%Monatsber. Königl. Preuss. Akad. Wiss. Berlin%(Maerz 1854) 122; et in Abh. Akad. Berl. (1854) 22. t.2, B%%%%%%%%unknown
3873-1%1.4%Begoniaceae%%N%Begonia%%N%%%gen.%L.%%L.%Begonia%Sp. Pl.%2: 1056%1753 [1 May 1753]%%%%%%%unknown
327437-2%1.4%Begoniaceae%%N%Begonia%%N%%%gen.%L.%%L.%Begonia%Sp. Pl.%2: 1056%1753 [1 May 1753]%%%%%%%tax. nov.
3874-1%1.4%Begoniaceae%%N%Begoniella%%N%%%gen.%Oliv.%%Oliv.%Begoniella%Trans. Linn. Soc. London%28(4): 513%1873 [after 3 Jul 1873, possibly 23 Aug]%%%%%%%unknown
30082926-2%1.1.2.1.1.1%Begoniaceae%%N%Begoniella%%N%%%gen.%Oliv.%%Oliv.%Begoniella%J. Bot.%10: 219%1872 [1 Jul 1872]%%Oliver (Trans. Linn. Soc. London 28: 513. post 3 Jul 1873) spelled the genus name as "Begoniella."%%%%%tax. nov.
3875-1%1.3%Begoniaceae%%N%Casparya%%N%%%gen.%Klotzsch%%Klotzsch%Casparya%Monatsber. Königl. Preuss. Akad. Wiss. Berlin%(Maerz 1854). 127%%%%%%%%unknown
3876-1%1.8%Begoniaceae%%N%Cladomischus%%N%%%gen.%Klotzsch ex A.DC.%%Klotzsch ex A.DC.%Cladomischus%Prodr. [A. P. de Candolle]%15(1): 278%1864 [May 1864]%%%%%%%unknown
3877-1%1.1.2.1.1.2%Begoniaceae%%N%Cyathocnemis%%N%%%gen.%Klotzsch%%Klotzsch%Cyathocnemis%Abh. Akad. Berlin%(1854) 100%%%%%%%%unknown
3878-1%1.1.2.1%Begoniaceae%%N%Diploclinium%%N%%%gen.%Lindl.%%Lindl.%Diploclinium%Veg. Kingd.%319 (1847)%%%%%%%%unknown
