Id%Version%Family%Infra family%Hybrid genus%Genus%Infra genus%Hybrid%Species%Infra species%Rank%Authors%Basionym author%Publishing author%Full name without family and authors%Publication%Collation%Publication year full%Name status%Remarks%Basionym%Replaced synonym%Nomenclatural synonym%Distribution%Citation type
159727-3%1.1%Caricaceae%%N%Carica%%N%%%gen.%L.%%L.%Carica%Genera Plantarum ed. 5%%1754%%%%%%%unknown
30011249-2%1.1.2.2.1.3%Caricaceae%%N%Carica%%N%%%gen.%L.%%L.%Carica%Sp. Pl.%2: 1036%1753 [1 May 1753]%%For LT. designation, ING refers to: N. L. Britton, Fl. Bermuda 250. 28 Feb. 1918 (Britton's designation is considered largely mechanical & rejected; vide Vienna Code Art. 10.5 Ex. 7).%%%%%tax. nov.
31742-1%1.4%Caricaceae%%N%Carica%%N%%%gen.%L.%%L.%Carica%Sp. Pl.%2: 1036%1753 [1 May 1753]%%%%%%%tax. nov.
159726-3%1.1%Caricaceae%%N%Carica%%N%%%gen.%L.%%L.%Carica%Species Plantarum%%1753 (1 May 1753)%%%%%%%unknown
31749-1%1.5%Caricaceae%%N%Cylicomorpha%%N%%%gen.%Urb.%%Urb.%Cylicomorpha%Bot. Jahrb. Syst.%30(1): 115%1901 [12 Mar 1901]%%%%%%%tax. nov.
1007999-1%1.6%Caricaceae%%N%Horovitzia%%N%%%gen.%V.M.Badillo%%V.M.Badillo%Horovitzia%Caricaceae Seg. Esquema (Rev. Fac. Agron. (Maracay), 43)%102 (1993), nom. nov.%1993%%%%Caricaceae Carica sect. Holostigma Lorence & R.Torres%%%nom. nov.
31772-1%1.6%Caricaceae%%N%Jacaratia%%N%%%gen.%A.DC.%%A.DC.%Jacaratia%Prodr. [A. P. de Candolle]%15(1): 419%1864 [May 1864]%%%%%%%tax. nov.
6150-1%1.3%Caricaceae%%N%Jarilla%%N%%%gen.%Rusby%%Rusby%Jarilla%Torreya%1921, xxi. 47:%%%%%%%%unknown
6151-1%1.5%Caricaceae%%N%Jarrilla%%N%%%gen.%I.M.Johnst.%%I.M.Johnst.%Jarrilla%Contr. Gray Herb.%70: 78%1924%%%%%%%unknown
6152-1%1.1.2.1.1.2%Caricaceae%%N%Leucopremna%%N%%%gen.%Standl.%%Standl.%Leucopremna%Contr. U.S. Natl. Herb.%xxiii. 850 (1924).%%%%%%%%unknown
297426-2%1.4%Caricaceae%%N%Leucopremna%%N%%%gen.%Standl.%%Standl.%Leucopremna%Contr. U.S. Natl. Herb.%23: 850%1924%%%%%%%tax. nov.
31785-1%1.1.2.1.1.3%Caricaceae%%N%Mocinna%%N%%%gen.%Cerv. ex La Llave%%Cerv. ex La Llave%Mocinna%La Naturaleza%vii. (1885) Apend. 70%%%%%%%%tax. nov.
31786-1%1.4%Caricaceae%%N%Mocinna%%N%%%gen.%La Llave & Ram.%%La Llave & Ram.%Mocinna%in Conzatti, Gen. Veget. Mexic.%343 (1905).%%%%%%%%tax. nov.
6153-1%1.3%Caricaceae%%N%Mocinna%%N%%%gen.%La Llave%%La Llave%Mocinna%Registro Trimestre%i. 351 (1832); I. M. Johnston in Contrib. Gray Herb. n. s.lxx. 78 (1924).%%%%%%%%unknown
30006553-2%1.1.2.2.1.1%Caricaceae%%N%Papaya%%N%%%gen.%Mill.%%Mill.%Papaya%Gard. Dict. Abr., ed. 4.%[text s.n.]%1754 [28 Jan 1754]%%Bibliography on the lectotypification of Papaya not available.%%Caricaceae Carica L.%%%tax. nov.
60449068-2%1.1%Caricaceae%%N%Papaya%%N%%%gen.%Adans.%%Adans.%Papaya%Fam. Pl. (Adanson)%2: 327, 587%1763 [Jul-Aug 1763]%%isonym of Papaya Mill. (1754).%%Caricaceae Carica L.%%%nom. nov.
6154-1%1.5%Caricaceae%%N%Papaya%%N%%%gen.%Mill.%%Mill.%Papaya%Gard. Dict. Abr., ed. 4.%(1754); Druce in Rep. Bot. Exch. Cl. Brit. Isles, 3: 434 (1913)%1754%%%%%%%unknown
6155-1%1.3%Caricaceae%%N%Pileus%%N%%%gen.%Ramirez%%Ramirez%Pileus%An. Inst. Med. Nac. Mexico%v. 1. 29 (1901); Estud. Hist. Nat. 131 (1904);cf. Gilg in Engl. & Prantl, Nat. Pflanzenfam., ed. 2, xxi. 522 (1925).%%%%%%%%unknown
31805-1%1.4%Caricaceae%%N%Pileus%%N%%%gen.%Ramirez%%Ramirez%Pileus%La Naturaleza%Ser. II, iii. 707 (1903).%%%%%%%%tax. nov.
31804-1%1.2%Caricaceae%%N%Pileus%%N%%%gen.%Ramirez%%Ramirez%Pileus%Estud. Hist. Nat.%137 (1904).%%%%%%%%tax. nov.
289378-2%1.2%Caricaceae%%N%Pileus%%N%%%gen.%Ramirez%%Ramirez%Pileus%Anales Inst. Med.-Nac. Mexico%5: 28%1901%%%%%%%tax. nov.
31803-1%1.3%Caricaceae%%N%Pileus%%N%%%gen.%Ramirez%%Ramirez%Pileus%in Conzatti, Gen. Veget. Mexic.%343 (1905).%%%%%%%%tax. nov.
31821-1%1.2%Caricaceae%%N%Vasconcellea%%N%%%gen.%A.St.-Hil.%%A.St.-Hil.%Vasconcellea%Mem. Resed.%ii. 12 (1837)%%%%%%%%tax. nov.
