Id%Version%Family%Infra family%Hybrid genus%Genus%Infra genus%Hybrid%Species%Infra species%Rank%Authors%Basionym author%Publishing author%Full name without family and authors%Publication%Collation%Publication year full%Name status%Remarks%Basionym%Replaced synonym%Nomenclatural synonym%Distribution%Citation type
19517-1%1.5%Gunneraceae%%N%Disomene%%N%%%gen.%A.DC.%%A.DC.%Disomene%Prodr. [A. P. de Candolle]%16(2.2): 600, in syn.%1868 [mid Jul 1868]%nom. inval.    nomen in syn.%%%%%%tax. nov.
19518-1%1.1.2.2.1.2%Gunneraceae%%N%Dysemone%%N%%%gen.%Sol. ex G.Forst.%%Sol. ex G.Forst.%Dysemone%Commentat. Soc. Regiae Sci. Gott.%9: 45%1787%nom. inval. nom. nud.%%%%%%tax. nov.
19527-1%1.5%Gunneraceae%%N%Gunnera%%N%%%gen.%L.%%L.%Gunnera%Mant. Pl.%16%1767 [15-31 Oct 1767]%%%%%%%tax. nov.
30006147-2%1.1.2.1.1.1%Gunneraceae%%N%Gunnera%%N%%%gen.%L.%%L.%Gunnera%Syst. Nat., ed. 12.%2: 587, 597%1767 [15-31 Oct 1767]%%%%%%%tax. nov.
53210-3%1.1%Gunneraceae%%N%Gunnera%%N%%%gen.%L.%%L.%Gunnera%Systema Naturae%%1767 (15-31 Oct. 1767)%%%%%%%unknown
53211-3%1.1%Gunneraceae%%N%Gunnera%%N%%%gen.%L.%%L.%Gunnera%Mantissa Pl. 16%%1776 (15-31 Oct. 1776)%%%%%%%unknown
